instance,|V|,|A|,|B|,T,Components,ComponentsSelection,Profits,Algorithm,%numVisitedBlocks,%numVisitedBlocksNodes,%repeatedArcs,%repeatedNodes,%tourTotalMinutes,%blocksTotalMinutes,%tourMinutes,%blocksMinutes
11,155,23870,15,120,multiple,random,unitary,IP,93.33333333333333,14.197952218430034,4.918032786885246,34.88054607508533,69.725,28.999999999999996,70.62547480374778,29.37452519625221
12,138,18906,15,120,multiple,random,unitary,IP,100.0,18.723702664796633,13.68421052631579,29.38288920056101,64.58976092434392,35.41023907565608,64.58976092434392,35.41023907565608
13,256,65280,15,120,multiple,random,unitary,IP,100.0,28.833629366489046,6.931279620853081,20.899940793368856,63.86745980109675,36.13254019890324,63.86745980109675,36.13254019890324
14,257,65792,15,120,multiple,random,unitary,IP,86.66666666666667,19.396551724137932,14.540973505853358,19.211822660098523,72.80084490783382,27.199155092166187,72.80084490783382,27.199155092166187
15,170,28730,15,120,multiple,random,unitary,IP,100.0,18.613366645846344,12.5625,29.793878825733916,70.98428255542939,29.01571744457061,70.98428255542939,29.01571744457061
16,200,39800,20,120,multiple,random,unitary,IP,95.0,24.82598607888631,15.496227510156704,21.11368909512761,69.71539099198672,30.284609008013263,69.71539099198672,30.284609008013263
17,215,46010,20,120,multiple,random,unitary,IP,100.0,31.458179126572908,9.703703703703704,26.350851221317544,61.4475,37.405,62.16079512404846,37.83920487595155
18,158,24806,20,120,multiple,random,unitary,IP,100.0,23.515625,8.131352619233777,20.234375,56.52888924919221,43.47111075080779,56.52888924919221,43.47111075080779
19,192,36672,20,120,multiple,random,unitary,IP,95.0,26.62771285475793,8.270676691729323,19.115191986644408,56.73448243383253,43.26551756616747,56.73448243383253,43.26551756616747
20,169,28392,20,120,multiple,random,unitary,IP,95.0,21.250888415067518,6.827880512091038,17.12864250177683,63.52201257861636,36.47798742138365,63.52201257861636,36.47798742138365
21,228,51756,25,120,multiple,random,unitary,IP,88.0,29.012875536480685,15.463917525773196,23.261802575107296,54.79163288470894,45.20836711529107,54.79163288470894,45.20836711529107
22,330,108570,25,120,multiple,random,unitary,IP,92.0,32.10727969348659,7.822085889570552,22.06896551724138,57.13353108929941,42.86646891070058,57.13353108929941,42.86646891070058
23,257,65792,25,120,multiple,random,unitary,IP,88.0,28.692962103634958,6.424148606811145,21.500386697602476,58.0544190572209,41.9455809427791,58.0544190572209,41.9455809427791
24,282,79242,25,120,multiple,random,unitary,IP,92.0,33.978132884777125,7.575757575757576,13.961312026913372,52.9806181246726,47.019381875327404,52.9806181246726,47.019381875327404
25,247,60762,25,120,multiple,random,unitary,IP,92.0,32.60359655981235,11.032863849765258,18.92103205629398,57.415032451671436,42.584967548328564,57.415032451671436,42.584967548328564
26,343,117306,30,120,multiple,random,unitary,IP,83.33333333333333,41.54302670623145,12.475247524752476,19.584569732937684,47.828303307652206,52.1716966923478,47.828303307652206,52.1716966923478
27,285,80940,30,120,multiple,random,unitary,IP,93.33333333333333,44.900105152471085,11.68421052631579,20.189274447949526,42.985167613159845,57.01483238684015,42.985167613159845,57.01483238684015
28,320,102080,30,120,multiple,random,unitary,IP,73.33333333333333,24.694533762057876,11.647361647361647,16.913183279742764,57.80814212388965,42.19185787611035,57.80814212388965,42.19185787611035
29,612,373932,30,120,multiple,random,unitary,IP,83.33333333333333,30.32427695004382,14.298245614035087,22.4364592462752,55.57319450442984,44.42680549557016,55.57319450442984,44.42680549557016
30,297,87912,30,120,multiple,random,unitary,IP,76.66666666666667,44.48123620309051,14.033149171270718,21.85430463576159,45.995000000000005,44.735,50.694367904772406,49.305632095227594
31,374,139502,35,120,multiple,random,unitary,IP,68.57142857142857,26.554054054054053,5.476673427991886,17.83783783783784,60.46952262119322,39.53047737880678,60.46952262119322,39.53047737880678
32,349,121452,35,120,multiple,random,unitary,IP,62.857142857142854,28.498074454428753,10.918432883750803,18.485237483953785,60.265324794144554,39.734675205855446,60.265324794144554,39.734675205855446
33,340,115260,35,120,multiple,random,unitary,IP,54.285714285714285,20.37519541427827,10.688216892596454,24.856696195935385,71.79822512844466,28.201774871555347,71.79822512844466,28.201774871555347
34,626,391250,35,120,multiple,random,unitary,IP,62.857142857142854,22.524752475247524,9.040247678018575,16.893564356435643,61.014071668660634,38.98592833133937,61.014071668660634,38.98592833133937
35,279,77562,35,120,multiple,random,unitary,IP,88.57142857142857,42.285714285714285,11.212814645308924,21.6,44.202071727409,55.797928272590994,44.202071727409,55.797928272590994
36,397,157212,40,120,multiple,random,unitary,IP,52.5,19.084821428571427,23.115577889447238,33.426339285714285,69.9438559935174,30.056144006482608,69.9438559935174,30.056144006482608
37,510,259590,40,120,multiple,random,unitary,IP,10.0,69.6969696969697,3.076923076923077,25.757575757575758,4.39375,9.165,32.40527334746935,67.59472665253065
38,488,237656,40,120,multiple,random,unitary,IP,82.5,36.895674300254456,14.68590831918506,23.83375742154368,52.12429441681105,47.87570558318896,52.12429441681105,47.87570558318896
39,422,177662,40,120,multiple,random,unitary,IP,20.0,28.65497076023392,6.744868035190616,18.128654970760234,16.64875,12.575,56.969930279310496,43.03006972068951
40,439,192282,40,120,multiple,random,unitary,IP,5.0,100.0,0.0,7.142857142857143,0.42250000000000004,3.92,9.729418537708694,90.27058146229132
41,438,191406,45,120,multiple,random,unitary,IP,2.2222222222222223,100.0,0.0,11.11111111111111,0.62375,2.495,20.0,80.0
42,385,147840,45,120,multiple,random,unitary,IP,42.22222222222222,17.75599128540305,9.809264305177111,38.18082788671024,76.14930309473188,23.850696905268133,76.14930309473188,23.850696905268133
43,380,144020,45,120,multiple,random,unitary,IP,57.77777777777778,32.23300970873787,11.564625850340136,21.067961165048544,50.420331461380975,49.57966853861903,50.420331461380975,49.57966853861903
44,505,254520,45,120,multiple,random,unitary,IP,2.2222222222222223,100.0,0.0,30.76923076923077,1.23125,4.925,20.0,80.0
45,533,283556,45,120,multiple,random,unitary,IP,4.444444444444445,100.0,0.0,3.8461538461538463,1.25375,5.015,20.0,80.0
46,764,582932,50,120,multiple,random,unitary,IP,4.0,54.83870967741935,3.3333333333333335,9.67741935483871,1.6099999999999999,3.825,29.6228150873965,70.3771849126035
47,452,203852,50,120,multiple,random,unitary,IP,42.0,13.60759493670886,20.15831134564644,30.22151898734177,76.68186405874779,23.31813594125222,76.68186405874779,23.31813594125222
48,777,602952,50,120,multiple,random,unitary,IP,4.0,47.5,0.0,10.0,2.3375,4.02,36.767597325992924,63.232402674007076
49,416,172640,50,120,multiple,random,unitary,IP,4.0,100.0,0.0,4.761904761904762,0.75625,5.37,12.34441950622322,87.65558049377678
50,447,199362,50,120,multiple,random,unitary,IP,8.0,100.0,0.0,21.428571428571427,1.8924999999999998,10.290000000000001,15.534578288528627,84.4654217114714
51,724,523452,55,120,multiple,random,unitary,IP,1.8181818181818181,100.0,0.0,16.666666666666668,0.125,0.5,20.0,80.0
52,528,278256,55,120,multiple,random,unitary,IP,9.090909090909092,25.748502994011975,7.831325301204819,27.54491017964072,9.940000000000001,10.525,48.5707305155143,51.42926948448571
53,640,408960,55,120,multiple,random,unitary,IP,1.8181818181818181,100.0,0.0,39.130434782608695,0.5225000000000001,2.0900000000000003,20.000000000000004,80.00000000000001
54,466,216690,55,120,multiple,random,unitary,IP,7.2727272727272725,30.985915492957748,1.4184397163120568,26.760563380281692,7.07875,8.17,46.42183785556193,53.57816214443807
55,519,268842,55,120,multiple,random,unitary,IP,3.6363636363636362,47.61904761904762,0.0,9.523809523809524,1.39625,1.77,44.09790761942361,55.90209238057639
56,572,326612,60,120,multiple,random,unitary,IP,10.0,39.285714285714285,2.7027027027027026,9.821428571428571,6.84625,10.915000000000001,38.54599197691604,61.454008023083965
57,569,323192,60,120,multiple,random,unitary,IP,8.333333333333334,57.142857142857146,8.695652173913043,20.0,4.8475,8.19,37.18120805369128,62.81879194630872
58,788,620156,60,120,multiple,random,unitary,IP,1.6666666666666667,100.0,0.0,20.0,0.4075,1.63,20.0,80.0
59,536,286760,60,120,multiple,random,unitary,IP,3.3333333333333335,69.56521739130434,4.545454545454546,21.73913043478261,0.6337499999999999,0.43,59.57696827262045,40.42303172737955
60,582,338142,60,120,multiple,random,unitary,IP,3.3333333333333335,50.0,0.0,9.090909090909092,1.3912499999999999,1.75,44.28969359331476,55.71030640668524
61,650,421850,65,120,multiple,random,unitary,IP,10.76923076923077,58.51063829787234,4.301075268817204,30.851063829787233,5.95125,13.865000000000002,30.03217056708509,69.96782943291491
62,690,475410,65,120,multiple,random,unitary,IP,1.5384615384615385,100.0,0.0,34.48275862068966,1.0275,4.11,20.0,80.0
63,834,694722,65,120,multiple,random,unitary,IP,3.076923076923077,48.78048780487805,0.0,4.878048780487805,1.63125,4.615,26.115669401640986,73.88433059835903
64,562,315282,65,120,multiple,random,unitary,IP,1.5384615384615385,100.0,0.0,4.545454545454546,0.5650000000000001,2.2600000000000002,20.000000000000004,80.00000000000001
65,694,480942,65,120,multiple,random,unitary,IP,1.5384615384615385,100.0,0.0,5.0,0.80125,3.205,20.0,80.0
66,675,454950,70,120,multiple,random,unitary,IP,4.285714285714286,54.09836065573771,5.0,31.147540983606557,2.71625,3.1599999999999997,46.22420761540098,53.77579238459902
67,786,617010,70,120,multiple,random,unitary,IP,2.857142857142857,100.0,0.0,15.028901734104046,7.42,30.549999999999997,19.541743481696077,80.45825651830393
68,979,957462,70,120,multiple,random,unitary,IP,1.4285714285714286,100.0,0.0,3.125,0.7825,3.13,20.0,80.0
69,856,731880,70,120,multiple,random,unitary,IP,1.4285714285714286,100.0,0.0,9.090909090909092,0.8724999999999999,3.4899999999999998,20.0,80.0
70,713,507656,70,120,multiple,random,unitary,IP,2.857142857142857,100.0,10.526315789473685,30.0,1.2875,3.61,26.28892291985707,73.71107708014293
71,740,546860,75,120,multiple,random,unitary,IP,2.6666666666666665,100.0,0.0,7.6923076923076925,0.67,4.205,13.743589743589743,86.25641025641025
72,666,442890,75,120,multiple,random,unitary,IP,6.666666666666667,59.523809523809526,6.024096385542169,14.285714285714286,3.375,5.455,38.221970554926386,61.778029445073614
73,777,602952,75,120,multiple,random,unitary,IP,4.0,56.14035087719298,1.7857142857142858,10.526315789473685,2.15375,3.075,41.19053311020799,58.80946688979202
74,715,510510,75,120,multiple,random,unitary,IP,0.0,0.0,17.81880635465865,27.03862660944206,99.5525,0.0,100.0,0.0
75,907,821742,75,120,multiple,random,unitary,IP,2.6666666666666665,83.33333333333333,0.0,16.666666666666668,1.6662500000000002,5.0600000000000005,24.77234714737038,75.22765285262963
76,802,642402,80,120,multiple,random,unitary,IP,1.25,100.0,0.0,7.6923076923076925,0.5575,2.23,20.0,80.0
77,712,506232,80,120,multiple,random,unitary,IP,2.5,100.0,0.0,4.166666666666667,0.5575,3.045,15.475364330326162,84.52463566967383
78,741,548340,80,120,multiple,random,unitary,IP,1.25,100.0,0.0,8.333333333333334,0.3275,1.31,20.0,80.0
79,829,686412,80,120,multiple,random,unitary,IP,2.5,100.0,0.0,4.166666666666667,0.8674999999999999,5.985,12.65961327982488,87.34038672017512
80,902,812702,80,120,multiple,random,unitary,IP,5.0,100.0,0.0,27.397260273972602,9.573749999999999,45.5,17.383508477269118,82.61649152273088
1,31,930,5,120,single,random,unitary,IP,100.0,31.372549019607842,0.6578947368421053,20.26143790849673,6.28625,7.925,44.23432140029906,55.76567859970094
2,58,3306,5,120,single,random,unitary,IP,100.0,51.295336787564764,25.0,24.352331606217618,10.786249999999999,12.915,45.509203101102266,54.49079689889774
3,22,462,5,120,single,random,unitary,IP,100.0,21.232876712328768,4.827586206896552,19.17808219178082,8.75125,9.620000000000001,47.6355718854188,52.36442811458121
4,25,600,5,120,single,random,unitary,IP,100.0,55.78947368421053,14.893617021276595,30.526315789473685,7.992499999999999,12.025,39.92756338204071,60.07243661795928
5,50,2450,5,120,single,random,unitary,IP,100.0,32.63157894736842,3.1746031746031744,24.210526315789473,9.68,8.615,52.91063132003279,47.0893686799672
6,114,12882,10,120,single,random,unitary,IP,100.0,61.84738955823293,22.334004024144868,27.309236947791163,22.795,28.889999999999997,44.103705136886916,55.896294863113084
7,65,4160,10,120,single,random,unitary,IP,100.0,53.38345864661654,13.962264150943396,31.954887218045112,18.005000000000003,22.3,44.67187693834513,55.328123061654885
8,80,6320,10,120,single,random,unitary,IP,100.0,39.62264150943396,27.423167848699762,31.132075471698112,20.68,22.46,47.936949466852106,52.063050533147894
9,70,4830,10,120,single,random,unitary,IP,100.0,40.75342465753425,10.652920962199312,28.424657534246574,14.44125,21.905000000000005,39.73243457027892,60.267565429721095
10,75,5550,10,120,single,random,unitary,IP,100.0,31.771894093686356,12.448979591836734,26.069246435845216,25.655000000000005,20.134999999999998,56.02751692509282,43.97248307490718
11,105,10920,15,120,single,random,unitary,IP,100.0,38.07040417209909,22.715404699738905,26.336375488917863,37.2975,31.545,54.17801503431747,45.821984965682546
12,107,11342,15,120,single,random,unitary,IP,100.0,33.52803738317757,26.31578947368421,25.46728971962617,44.6925,28.12,61.38025751072962,38.619742489270386
13,116,13340,15,120,single,random,unitary,IP,100.0,41.81818181818182,20.631067961165048,24.242424242424242,37.2725,24.305,60.529414152896756,39.470585847103244
14,96,9120,15,120,single,random,unitary,IP,100.0,40.19138755980861,24.28115015974441,27.59170653907496,33.985,28.999999999999996,53.95729141859173,46.04270858140827
15,107,11342,15,120,single,random,unitary,IP,100.0,49.7093023255814,20.378457059679768,26.88953488372093,36.917500000000004,32.715,53.01762826266471,46.9823717373353
16,222,49062,20,120,single,random,unitary,IP,100.0,53.139013452914796,24.158563949139864,24.663677130044842,56.82427647693898,43.17572352306102,56.82427647693898,43.17572352306102
17,163,26406,20,120,single,random,unitary,IP,100.0,53.92038600723764,19.92753623188406,20.989143546441497,38.948750000000004,39.765,49.48150736053104,50.51849263946896
18,223,49506,20,120,single,random,unitary,IP,95.0,41.74757281553398,24.663677130044842,26.811053024645258,64.08174925309179,35.91825074690822,64.08174925309179,35.91825074690822
19,146,21170,20,120,single,random,unitary,IP,100.0,41.809851088201604,18.922018348623855,24.054982817869416,45.66625,46.865,49.35224586288416,50.64775413711585
20,165,27060,20,120,single,random,unitary,IP,100.0,52.18012866333095,29.470672389127326,20.514653323802715,59.433995720686106,40.56600427931389,59.433995720686106,40.56600427931389
21,216,46440,25,120,single,random,unitary,IP,100.0,51.041666666666664,23.023457862728062,25.43402777777778,50.06219765031098,49.93780234968901,50.06219765031098,49.93780234968901
22,225,50400,25,120,single,random,unitary,IP,96.0,57.289293849658314,17.10376282782212,28.5876993166287,42.191055155595485,57.80894484440451,42.191055155595485,57.80894484440451
23,203,41006,25,120,single,random,unitary,IP,100.0,46.18025751072961,22.25085910652921,24.29184549356223,52.68560179977503,47.31439820022498,52.68560179977503,47.31439820022498
24,264,69432,25,120,single,random,unitary,IP,96.0,57.89473684210526,20.231822971549,22.526315789473685,44.54727334417522,55.452726655824776,44.54727334417522,55.452726655824776
25,236,55460,25,120,single,random,unitary,IP,96.0,48.089468779123955,21.54850746268657,26.46784715750233,52.9655773831269,47.03442261687309,52.9655773831269,47.03442261687309
26,214,45582,30,120,single,random,unitary,IP,96.66666666666667,56.423432682425485,21.296296296296298,27.440904419321686,46.97336289260755,53.026637107392446,46.97336289260755,53.026637107392446
27,266,70490,30,120,single,random,unitary,IP,96.66666666666667,59.36599423631124,20.48076923076923,27.857829010566764,45.127185650386295,54.8728143496137,45.127185650386295,54.8728143496137
28,236,55460,30,120,single,random,unitary,IP,96.66666666666667,59.221076746849945,18.004587155963304,28.1786941580756,41.3026431108446,58.6973568891554,41.3026431108446,58.6973568891554
29,235,54990,30,120,single,random,unitary,IP,96.66666666666667,60.142711518858306,22.857142857142858,24.872579001019368,45.74966989937622,54.25033010062377,45.74966989937622,54.25033010062377
30,266,70490,30,120,single,random,unitary,IP,96.66666666666667,54.251883745963404,17.780172413793103,28.31001076426265,41.209024628279465,58.790975371720535,41.209024628279465,58.790975371720535
31,240,57360,35,120,single,random,unitary,IP,97.14285714285714,61.075949367088604,21.647307286166843,29.641350210970465,40.72324267043447,59.27675732956552,40.72324267043447,59.27675732956552
32,287,82082,35,120,single,random,unitary,IP,97.14285714285714,60.66252587991718,17.202072538860104,26.70807453416149,45.1915427623839,54.80845723761611,45.1915427623839,54.80845723761611
33,313,97656,35,120,single,random,unitary,IP,91.42857142857143,58.49282296650718,14.850299401197605,27.51196172248804,35.4796557473077,64.52034425269228,35.4796557473077,64.52034425269228
34,263,68906,35,120,single,random,unitary,IP,97.14285714285714,58.96168108776267,13.737623762376238,27.441285537700864,38.465375719922,61.534624280078,38.465375719922,61.534624280078
35,269,72092,35,120,single,random,unitary,IP,88.57142857142857,68.16269284712483,21.769662921348313,29.453015427769987,34.79724387213374,65.20275612786625,34.79724387213374,65.20275612786625
36,345,118680,40,120,single,random,unitary,IP,90.0,63.45238095238095,16.090584028605484,28.452380952380953,37.40197445479391,62.5980255452061,37.40197445479391,62.5980255452061
37,287,82082,40,120,single,random,unitary,IP,90.0,69.94301994301995,12.125534950071327,27.492877492877493,33.36575875486382,66.63424124513618,33.36575875486382,66.63424124513618
38,374,139502,40,120,single,random,unitary,IP,90.0,67.19128329297821,12.484848484848484,23.002421307506054,33.81399816714328,66.18600183285672,33.81399816714328,66.18600183285672
39,356,126380,40,120,single,random,unitary,IP,92.5,70.97142857142858,17.848970251716246,25.82857142857143,33.50916494697463,66.49083505302536,33.50916494697463,66.49083505302536
40,269,72092,40,120,single,random,unitary,IP,85.0,67.11635750421586,14.527027027027026,26.644182124789207,32.64253273953878,67.35746726046122,32.64253273953878,67.35746726046122
41,356,126380,45,120,single,random,unitary,IP,51.111111111111114,56.8421052631579,10.56338028169014,15.43859649122807,13.639999999999999,60.425000000000004,18.41625599135894,81.58374400864106
42,367,134322,45,120,single,random,unitary,IP,86.66666666666667,70.43478260869566,16.915422885572138,27.32919254658385,32.9418483121249,67.0581516878751,32.9418483121249,67.0581516878751
43,408,166056,45,120,single,random,unitary,IP,82.22222222222223,60.869565217391305,16.517857142857142,30.76923076923077,38.287341217696,61.71265878230399,38.287341217696,61.71265878230399
44,335,111890,45,120,single,random,unitary,IP,86.66666666666667,65.9375,19.395203336809175,26.458333333333332,40.11675098682381,59.88324901317618,40.11675098682381,59.88324901317618
45,392,153272,45,120,single,random,unitary,IP,73.33333333333333,56.44670050761421,19.61382113821138,30.050761421319798,43.639360068163725,56.360639931836275,43.639360068163725,56.360639931836275
46,376,141000,50,120,single,random,unitary,IP,70.0,63.922764227642276,22.99084435401831,25.711382113821138,43.626906539692314,56.37309346030768,43.626906539692314,56.37309346030768
47,372,138012,50,120,single,random,unitary,IP,66.0,52.84974093264249,17.634854771784234,27.875647668393782,44.40948371371593,55.59051628628407,44.40948371371593,55.59051628628407
48,357,127092,50,120,single,random,unitary,IP,78.0,64.90322580645162,17.05426356589147,28.387096774193548,35.7475705168907,64.25242948310931,35.7475705168907,64.25242948310931
49,359,128522,50,120,single,random,unitary,IP,36.0,23.01255230125523,23.983253588516746,19.665271966527197,76.10174777917682,23.898252220823174,76.10174777917682,23.898252220823174
50,460,211140,50,120,single,random,unitary,IP,6.0,100.0,0.0,7.142857142857143,0.42250000000000004,4.395,8.770108977685522,91.22989102231448
51,427,181902,55,120,single,random,unitary,IP,12.727272727272727,89.23076923076923,0.0,23.076923076923077,4.895,17.56,21.799153863282122,78.20084613671789
52,329,107912,55,120,single,random,unitary,IP,78.18181818181819,49.504950495049506,16.740088105726873,28.6028602860286,37.00503959683225,62.994960403167745,37.00503959683225,62.994960403167745
53,408,166056,55,120,single,random,unitary,IP,1.8181818181818181,100.0,0.0,6.25,0.5425000000000001,2.1700000000000004,20.000000000000004,80.00000000000001
54,427,181902,55,120,single,random,unitary,IP,9.090909090909092,100.0,0.0,26.08695652173913,0.9337500000000001,9.35,9.079859000850858,90.92014099914914
55,402,161202,55,120,single,random,unitary,IP,61.81818181818182,31.785714285714285,23.056300268096514,25.714285714285715,48.54325609742825,51.45674390257175,48.54325609742825,51.45674390257175
56,479,228962,60,120,single,random,unitary,IP,5.0,69.56521739130434,4.444444444444445,26.08695652173913,1.6149999999999998,4.8549999999999995,24.961360123647605,75.03863987635239
57,450,202050,60,120,single,random,unitary,IP,61.666666666666664,59.27116827438371,16.523605150214593,27.65273311897106,44.02336090033252,55.976639099667494,44.02336090033252,55.976639099667494
58,446,198470,60,120,single,random,unitary,IP,6.666666666666667,75.67567567567568,13.88888888888889,24.324324324324323,1.66,8.255,16.742309631870903,83.2576903681291
59,482,231842,60,120,single,random,unitary,IP,1.6666666666666667,100.0,0.0,10.0,0.55625,2.225,20.0,80.0
60,458,209306,60,120,single,random,unitary,IP,5.0,100.0,0.0,27.083333333333332,1.1724999999999999,4.6899999999999995,19.999999999999996,79.99999999999999
61,495,244530,65,120,single,random,unitary,IP,3.076923076923077,100.0,0.0,7.6923076923076925,0.145,3.335,4.166666666666666,95.83333333333333
62,533,283556,65,120,single,random,unitary,IP,7.6923076923076925,100.0,0.0,11.627906976744185,2.0925000000000002,13.915,13.071997501171328,86.92800249882868
63,450,202050,65,120,single,random,unitary,IP,43.07692307692308,36.29032258064516,22.083639031548056,23.973607038123166,59.24118766820559,40.75881233179442,59.24118766820559,40.75881233179442
64,528,278256,65,120,single,random,unitary,IP,1.5384615384615385,100.0,0.0,7.142857142857143,0.29124999999999995,1.1649999999999998,20.0,80.0
65,502,251502,65,120,single,random,unitary,IP,4.615384615384615,100.0,0.0,16.666666666666668,0.63625,4.47,12.460220318237454,87.53977968176255
66,452,203852,70,120,single,random,unitary,IP,8.571428571428571,88.37209302325581,19.047619047619047,23.25581395348837,1.19125,6.61,15.269988783848742,84.73001121615127
67,477,227052,70,120,single,random,unitary,IP,4.285714285714286,100.0,12.5,29.41176470588235,1.58375,5.87,21.247694113701158,78.75230588629884
68,485,234740,70,120,single,random,unitary,IP,10.0,68.90756302521008,11.864406779661017,19.327731092436974,5.84625,15.245000000000001,27.718840751496476,72.28115924850353
69,532,282492,70,120,single,random,unitary,IP,5.714285714285714,100.0,0.0,7.142857142857143,0.4912499999999992,9.645000000000001,4.846466888642242,95.15353311135776
70,532,282492,70,120,single,random,unitary,IP,1.4285714285714286,100.0,0.0,7.142857142857143,0.29124999999999995,1.1649999999999998,20.0,80.0
71,567,320922,75,120,single,random,unitary,IP,1.3333333333333333,100.0,0.0,7.6923076923076925,0.455,1.82,19.999999999999996,79.99999999999999
72,524,274052,75,120,single,random,unitary,IP,2.6666666666666665,94.11764705882354,0.0,35.294117647058826,1.0362500000000001,2.89,26.392868513212356,73.60713148678765
73,583,339306,75,120,single,random,unitary,IP,16.0,85.63829787234043,16.0427807486631,24.46808510638298,8.2225,37.495,17.985454147755235,82.01454585224475
74,598,357006,75,120,single,random,unitary,IP,25.333333333333332,95.97315436241611,23.318385650224215,27.516778523489933,16.4,44.365,26.989220768534516,73.01077923146548
75,552,304152,75,120,single,random,unitary,IP,4.0,100.0,0.0,13.333333333333334,0.9737500000000001,7.585,11.377245508982037,88.62275449101797
76,601,360600,80,120,single,random,unitary,IP,40.0,30.40650406504065,21.074043938161108,27.723577235772357,54.208248697341695,45.791751302658305,54.208248697341695,45.791751302658305
77,598,357006,80,120,single,random,unitary,IP,48.75,37.73279352226721,21.555915721231766,25.344129554655872,49.02758357696708,50.97241642303293,49.02758357696708,50.97241642303293
78,593,351056,80,120,single,random,unitary,IP,2.5,100.0,0.0,7.6923076923076925,0.21625,3.5899999999999994,5.681444991789819,94.31855500821017
79,542,293222,80,120,single,random,unitary,IP,2.5,100.0,0.0,9.090909090909092,0.545,4.73,10.33175355450237,89.66824644549763
80,598,357006,80,120,single,random,unitary,IP,1.25,100.0,0.0,11.11111111111111,0.5225000000000001,2.0900000000000003,20.000000000000004,80.00000000000001
1,54,2862,5,120,multiple,sparse,unitary,IP,100.0,4.824561403508772,29.153605015673982,28.571428571428573,73.6875,7.63,90.61702585544317,9.38297414455683
2,59,3422,5,120,multiple,sparse,unitary,IP,100.0,6.743088334457181,28.07017543859649,29.6695886716116,65.45125,6.315,91.20059916743594,8.799400832564054
3,48,2256,5,120,multiple,sparse,unitary,IP,100.0,6.927175843694494,1.7777777777777777,14.653641207815275,49.95,5.135000000000001,90.67804302441681,9.32195697558319
4,45,1980,5,120,multiple,sparse,unitary,IP,100.0,5.6186868686868685,27.605811749842072,28.156565656565657,72.45,5.29,93.19526627218936,6.804733727810651
5,58,3306,5,120,multiple,sparse,unitary,IP,100.0,5.419580419580419,0.0,3.3216783216783217,25.834999999999997,8.205,75.89600470035252,24.103995299647476
6,95,8930,10,120,multiple,sparse,unitary,IP,100.0,3.9660056657223794,4.875283446712018,16.090651558073656,77.31,11.26,87.28689172406007,12.713108275939934
7,97,9312,10,120,multiple,sparse,unitary,IP,100.0,3.808353808353808,3.1960663798401967,11.547911547911548,71.4575,14.594999999999999,83.03942360768136,16.960576392318643
8,95,8930,10,120,multiple,sparse,unitary,IP,100.0,3.013993541442411,13.893376413570275,18.191603875134554,78.05,12.46,86.23356535189482,13.766434648105182
9,95,8930,10,120,multiple,sparse,unitary,IP,100.0,4.939106901217862,2.572782667569397,16.711772665764546,63.36,13.409999999999998,82.53223915592028,17.467760844079717
10,110,11990,10,120,multiple,sparse,unitary,IP,100.0,11.662404092071611,6.24360286591607,30.895140664961637,85.24499999999999,13.28,86.52118751585893,13.47881248414108
11,128,16256,15,120,multiple,sparse,unitary,IP,100.0,12.085889570552148,4.481276856967464,15.766871165644172,67.0975,21.735000000000003,75.53260349534236,24.467396504657646
12,144,20592,15,120,multiple,sparse,unitary,IP,100.0,18.826135105204873,11.46814404432133,32.39202657807309,75.08,21.205000000000002,77.97683959079815,22.02316040920185
13,160,25440,15,120,multiple,sparse,unitary,IP,93.33333333333333,20.352564102564102,13.041154462854088,20.299145299145298,74.09545944244712,25.904540557552867,74.09545944244712,25.904540557552867
14,135,18090,15,120,multiple,sparse,unitary,IP,100.0,16.25441696113074,6.423099587507366,16.72555948174323,65.7425,21.415000000000003,75.42953847918997,24.57046152081003
15,129,16512,15,120,multiple,sparse,unitary,IP,100.0,21.93426042983565,10.373181530676787,19.216182048040455,65.08624999999999,21.839999999999996,74.87525344760644,25.12474655239355
16,194,37442,20,120,multiple,sparse,unitary,IP,100.0,24.97129735935706,13.670304422745549,19.91963260619977,66.92125,31.86,67.74691553305915,32.25308446694084
17,155,23870,20,120,multiple,sparse,unitary,IP,100.0,17.055084745762713,5.140434552199258,18.0614406779661,75.33679491880255,24.663205081197436,75.33679491880255,24.663205081197436
18,157,24492,20,120,multiple,sparse,unitary,IP,100.0,20.50395256916996,12.703905091448345,15.513833992094861,76.28375558867363,23.71624441132638,76.28375558867363,23.71624441132638
19,151,22650,20,120,multiple,sparse,unitary,IP,100.0,17.63727121464226,9.489456159822419,17.748197448696615,74.20984865048709,25.790151349512907,74.20984865048709,25.790151349512907
20,156,24180,20,120,multiple,sparse,unitary,IP,100.0,21.087314662273474,15.87912087912088,22.460186710598574,72.94217602079064,27.057823979209356,72.94217602079064,27.057823979209356
21,194,37442,25,120,multiple,sparse,unitary,IP,100.0,29.47019867549669,16.39977912755384,14.955849889624725,65.75891670806807,34.24108329193192,65.75891670806807,34.24108329193192
22,193,37056,25,120,multiple,sparse,unitary,IP,100.0,26.797752808988765,7.532321528948848,23.426966292134832,66.24890970022494,33.75109029977505,66.24890970022494,33.75109029977505
23,196,38220,25,120,multiple,sparse,unitary,IP,100.0,24.29850746268657,5.7945041816009555,16.71641791044776,65.82671894424787,34.17328105575212,65.82671894424787,34.17328105575212
24,193,37056,25,120,multiple,sparse,unitary,IP,100.0,33.44807802639128,15.843857634902411,18.53126792885829,64.48167438734609,35.51832561265391,64.48167438734609,35.51832561265391
