instance,|V|,|A|,|B|,T,model,cost,meters,tourMinutes,blocksMeters,blocksMinutes,numVisitedBlocks,numVisitedNodes,numOriginalVisitedNodes,numRepeatedNodes,numRepeatedArcs,Components,ComponentsSelection,Profits,Algorithm
67,561,314160,70,120,SOL-STATS,171,19596,29.394,14096,84.576,42,140,661,18,2,multiple,sparse,random,BRKGA
68,564,317532,70,120,SOL-STATS,158,19588,29.382,14242,85.452,42,139,642,18,2,multiple,sparse,random,BRKGA
69,534,284622,70,120,SOL-STATS,182,19588,29.382,14242,85.452,42,139,642,18,2,multiple,sparse,random,BRKGA
6,95,8930,10,120,SOL-STATS,40,27579,41.3685,2252,13.512,10,27,881,69,0,multiple,sparse,random,BRKGA
70,563,316406,70,120,SOL-STATS,168,19588,29.382,14242,85.452,42,139,642,18,2,multiple,sparse,random,BRKGA
71,611,372710,75,120,SOL-STATS,183,20282,30.423,14835,89.01,43,148,685,9,2,multiple,sparse,random,BRKGA
72,605,365420,75,120,SOL-STATS,184,20244,30.366,14749,88.494,42,138,654,22,2,multiple,sparse,random,BRKGA
73,607,367842,75,120,SOL-STATS,188,19297,28.9455,14896,89.376,44,148,655,10,2,multiple,sparse,random,BRKGA
74,607,367842,75,120,SOL-STATS,173,19297,28.9455,14896,89.376,44,148,655,10,2,multiple,sparse,random,BRKGA
75,607,367842,75,120,SOL-STATS,178,19297,28.9455,14896,89.376,44,148,655,10,2,multiple,sparse,random,BRKGA
76,665,441560,80,120,SOL-STATS,160,17411,26.1165,15293,91.758,38,139,616,12,2,multiple,sparse,random,BRKGA
77,934,871422,80,120,SOL-STATS,171,17206,25.809,15562,93.372,39,141,602,10,2,multiple,sparse,random,BRKGA
78,665,441560,80,120,SOL-STATS,172,17411,26.1165,15293,91.758,38,139,616,12,2,multiple,sparse,random,BRKGA
79,668,445556,80,120,SOL-STATS,168,17206,25.809,15562,93.372,39,141,602,10,2,multiple,sparse,random,BRKGA
7,97,9312,10,120,SOL-STATS,42,28414,42.621,2919,17.514,10,30,842,34,0,multiple,sparse,random,BRKGA
80,667,444222,80,120,SOL-STATS,179,17206,25.809,15562,93.372,39,141,602,10,2,multiple,sparse,random,BRKGA
8,95,8930,10,120,SOL-STATS,50,26994,40.491,2492,14.952,10,28,857,69,0,multiple,sparse,random,BRKGA
9,95,8930,10,120,SOL-STATS,32,27044,40.566,2682,16.092,10,29,777,77,0,multiple,sparse,random,BRKGA
10,75,5550,10,120,SOL-STATS,10,3546,5.319,4027,24.162,10,26,117,1,0,single,random,unitary,BRKGA
11,105,10920,15,120,SOL-STATS,15,5525,8.2875,6309,37.854,15,39,155,12,1,single,random,unitary,BRKGA
12,107,11342,15,120,SOL-STATS,15,4616,6.924,5624,33.744,15,25,138,7,0,single,random,unitary,BRKGA
13,116,13340,15,120,SOL-STATS,15,4901,7.3515,4861,29.166,15,53,150,4,0,single,random,unitary,BRKGA
14,96,9120,15,120,SOL-STATS,15,5833,8.7495,5800,34.8,15,32,159,3,0,single,random,unitary,BRKGA
15,107,11342,15,120,SOL-STATS,15,6021,9.0315,6543,39.258,15,44,155,4,2,single,random,unitary,BRKGA
16,222,49062,20,120,SOL-STATS,20,6877,10.3155,9298,55.788,20,60,176,18,0,single,random,unitary,BRKGA
17,163,26406,20,120,SOL-STATS,20,6148,9.222,7953,47.718,20,69,184,19,2,single,random,unitary,BRKGA
18,223,49506,20,120,SOL-STATS,20,7746,11.619,8259,49.554,20,63,208,17,0,single,random,unitary,BRKGA
19,146,21170,20,120,SOL-STATS,20,6771,10.1565,9373,56.238,20,51,182,14,9,single,random,unitary,BRKGA
1,31,930,5,120,SOL-STATS,5,1807,2.7105,1585,9.51,5,8,62,0,0,single,random,unitary,BRKGA
20,165,27060,20,120,SOL-STATS,20,6503,9.7545,8579,51.474,20,51,166,7,0,single,random,unitary,BRKGA
21,216,46440,25,120,SOL-STATS,25,7683,11.5245,10839,65.034,25,48,208,23,0,single,random,unitary,BRKGA
22,225,50400,25,120,SOL-STATS,25,6830,10.245,13124,78.744,25,109,188,30,0,single,random,unitary,BRKGA
23,203,41006,25,120,SOL-STATS,25,7480,11.22,10095,60.57,25,60,224,18,2,single,random,unitary,BRKGA
24,264,69432,25,120,SOL-STATS,25,6740,10.11,12294,73.764,25,75,176,7,0,single,random,unitary,BRKGA
25,236,55460,25,120,SOL-STATS,25,7015,10.5225,11449,68.694,25,63,200,12,0,single,random,unitary,BRKGA
26,214,45582,30,120,SOL-STATS,30,7581,11.3715,12226,73.356,30,61,195,13,0,single,random,unitary,BRKGA
27,266,70490,30,120,SOL-STATS,30,7777,11.6655,13336,80.016,30,112,197,35,2,single,random,unitary,BRKGA
28,236,55460,30,120,SOL-STATS,30,9326,13.989,13622,81.732,30,103,244,22,4,single,random,unitary,BRKGA
29,235,54990,30,120,SOL-STATS,30,8334,12.501,12659,75.954,30,91,219,24,0,single,random,unitary,BRKGA
2,58,3306,5,120,SOL-STATS,5,2658,3.987,2583,15.498,5,5,65,5,0,single,random,unitary,BRKGA
30,266,70490,30,120,SOL-STATS,30,8460,12.69,14272,85.632,30,96,232,30,10,single,random,unitary,BRKGA
31,240,57360,35,120,SOL-STATS,35,8454,12.681,14169,85.014,35,88,245,17,11,single,random,unitary,BRKGA
32,287,82082,35,120,SOL-STATS,35,8074,12.111,12944,77.664,35,88,219,29,2,single,random,unitary,BRKGA
33,313,97656,35,120,SOL-STATS,35,8341,12.5115,17485,104.91,35,115,234,28,7,single,random,unitary,BRKGA
34,263,68906,35,120,SOL-STATS,35,8398,12.597,15156,90.936,35,87,207,21,7,single,random,unitary,BRKGA
35,269,72092,35,120,SOL-STATS,35,8850,13.275,17276,103.656,35,122,246,26,1,single,random,unitary,BRKGA
36,345,118680,40,120,SOL-STATS,39,11794,17.691,16995,101.97,39,188,345,63,19,single,random,unitary,BRKGA
37,287,82082,40,120,SOL-STATS,39,10809,16.2135,17056,102.336,39,107,260,25,1,single,random,unitary,BRKGA
38,374,139502,40,120,SOL-STATS,39,9266,13.899,17293,103.758,39,126,251,40,7,single,random,unitary,BRKGA
39,356,126380,40,120,SOL-STATS,40,8542,12.813,17358,104.148,40,133,224,3,0,single,random,unitary,BRKGA
3,22,462,5,120,SOL-STATS,5,2845,4.2675,1924,11.544,5,6,71,6,0,single,random,unitary,BRKGA
40,269,72092,40,120,SOL-STATS,37,8855,13.2825,17548,105.288,37,119,235,49,8,single,random,unitary,BRKGA
41,356,126380,45,120,SOL-STATS,42,11541,17.3115,16986,101.916,42,127,314,44,3,single,random,unitary,BRKGA
42,367,134322,45,120,SOL-STATS,44,8521,12.7815,17222,103.332,44,136,255,32,0,single,random,unitary,BRKGA
43,408,166056,45,120,SOL-STATS,42,11329,16.9935,16954,101.724,42,129,285,35,12,single,random,unitary,BRKGA
44,335,111890,45,120,SOL-STATS,44,11442,17.163,17032,102.192,44,157,309,33,10,single,random,unitary,BRKGA
45,392,153272,45,120,SOL-STATS,42,11877,17.8155,16966,101.796,42,125,289,42,8,single,random,unitary,BRKGA
46,376,141000,50,120,SOL-STATS,47,11447,17.1705,17079,102.474,47,141,319,54,9,single,random,unitary,BRKGA
47,372,138012,50,120,SOL-STATS,45,11750,17.625,17061,102.366,45,141,335,53,3,single,random,unitary,BRKGA
48,357,127092,50,120,SOL-STATS,46,8410,12.615,17813,106.878,46,107,222,28,4,single,random,unitary,BRKGA
49,359,128522,50,120,SOL-STATS,44,9837,14.7555,17146,102.876,44,126,219,25,0,single,random,unitary,BRKGA
4,25,600,5,120,SOL-STATS,5,1010,1.515,2405,14.43,5,9,21,2,0,single,random,unitary,BRKGA
50,460,211140,50,120,SOL-STATS,41,11921,17.8815,17019,102.114,41,170,341,96,30,single,random,unitary,BRKGA
51,427,181902,55,120,SOL-STATS,48,8224,12.336,17941,107.646,48,147,229,21,8,single,random,unitary,BRKGA
52,329,107912,55,120,SOL-STATS,48,9208,13.812,17650,105.9,48,117,256,30,0,single,random,unitary,BRKGA
53,408,166056,55,120,SOL-STATS,48,10509,15.7635,17273,103.638,48,146,281,26,1,single,random,unitary,BRKGA
54,427,181902,55,120,SOL-STATS,48,9079,13.6185,17640,105.84,48,167,254,28,1,single,random,unitary,BRKGA
55,402,161202,55,120,SOL-STATS,46,9890,14.835,17475,104.85,46,133,284,49,23,single,random,unitary,BRKGA
56,479,228962,60,120,SOL-STATS,48,7973,11.9595,17995,107.97,48,131,204,23,1,single,random,unitary,BRKGA
57,450,202050,60,120,SOL-STATS,49,9967,14.9505,17479,104.874,49,128,239,16,2,single,random,unitary,BRKGA
58,446,198470,60,120,SOL-STATS,46,8304,12.456,17824,106.944,46,131,237,32,2,single,random,unitary,BRKGA
59,482,231842,60,120,SOL-STATS,47,12426,18.639,16785,100.71,47,128,307,65,4,single,random,unitary,BRKGA
5,50,2450,5,120,SOL-STATS,5,3901,5.8515,1723,10.338,5,5,120,4,0,single,random,unitary,BRKGA
60,458,209306,60,120,SOL-STATS,51,9660,14.49,17474,104.844,51,160,258,26,11,single,random,unitary,BRKGA
61,495,244530,65,120,SOL-STATS,47,7921,11.8815,17928,107.568,47,122,203,23,2,single,random,unitary,BRKGA
62,533,283556,65,120,SOL-STATS,48,12206,18.309,16939,101.634,48,138,316,50,21,single,random,unitary,BRKGA
63,450,202050,65,120,SOL-STATS,47,8203,12.3045,17919,107.514,47,148,246,39,4,single,random,unitary,BRKGA
64,528,278256,65,120,SOL-STATS,49,12047,18.0705,16937,101.622,49,191,335,66,14,single,random,unitary,BRKGA
65,502,251502,65,120,SOL-STATS,48,9398,14.097,17634,105.804,48,145,248,21,3,single,random,unitary,BRKGA
66,452,203852,70,120,SOL-STATS,54,12299,18.4485,16898,101.388,54,134,280,70,15,single,random,unitary,BRKGA
67,477,227052,70,120,SOL-STATS,49,8948,13.422,17705,106.23,49,143,221,25,2,single,random,unitary,BRKGA
68,485,234740,70,120,SOL-STATS,54,11965,17.9475,16990,101.94,54,179,392,87,15,single,random,unitary,BRKGA
69,532,282492,70,120,SOL-STATS,50,10040,15.06,17472,104.832,50,139,273,37,10,single,random,unitary,BRKGA
6,114,12882,10,120,SOL-STATS,10,4699,7.0485,5778,34.668,10,34,108,17,0,single,random,unitary,BRKGA
70,532,282492,70,120,SOL-STATS,49,10483,15.7245,17238,103.428,49,174,293,56,3,single,random,unitary,BRKGA
71,567,320922,75,120,SOL-STATS,51,11466,17.199,17127,102.762,51,191,364,75,15,single,random,unitary,BRKGA
72,524,274052,75,120,SOL-STATS,52,11237,16.8555,17187,103.122,52,193,359,66,18,single,random,unitary,BRKGA
73,583,339306,75,120,SOL-STATS,51,11966,17.949,16984,101.904,51,215,371,83,16,single,random,unitary,BRKGA
74,598,357006,75,120,SOL-STATS,53,8130,12.195,17952,107.712,53,157,231,26,4,single,random,unitary,BRKGA
75,552,304152,75,120,SOL-STATS,50,8498,12.747,17865,107.19,50,160,243,26,7,single,random,unitary,BRKGA
76,601,360600,80,120,SOL-STATS,50,10292,15.438,17407,104.442,50,187,334,64,8,single,random,unitary,BRKGA
77,598,357006,80,120,SOL-STATS,52,11657,17.4855,17084,102.504,52,224,378,88,11,single,random,unitary,BRKGA
78,593,351056,80,120,SOL-STATS,52,11062,16.593,17222,103.332,52,161,351,56,17,single,random,unitary,BRKGA
79,542,293222,80,120,SOL-STATS,50,11444,17.166,17128,102.768,50,181,379,101,21,single,random,unitary,BRKGA
7,65,4160,10,120,SOL-STATS,10,5143,7.7145,4460,26.76,10,28,93,19,0,single,random,unitary,BRKGA
80,598,357006,80,120,SOL-STATS,51,10434,15.651,17378,104.268,51,180,303,56,41,single,random,unitary,BRKGA
8,80,6320,10,120,SOL-STATS,10,3974,5.961,4492,26.952,10,29,109,1,0,single,random,unitary,BRKGA
9,70,4830,10,120,SOL-STATS,10,2958,4.437,4381,26.286,10,25,97,2,0,single,random,unitary,BRKGA
10,125,15500,10,120,SOL-STATS,10,24404,36.606,6127,36.762,10,22,676,61,0,multiple,random,unitary,BRKGA
11,155,23870,15,120,SOL-STATS,15,22733,34.0995,7507,45.042,15,22,604,28,0,multiple,random,unitary,BRKGA
12,138,18906,15,120,SOL-STATS,15,18928,28.392,7202,43.212,15,29,549,80,0,multiple,random,unitary,BRKGA
13,256,65280,15,120,SOL-STATS,15,23099,34.6485,7775,46.65,15,53,729,70,2,multiple,random,unitary,BRKGA
14,257,65792,15,120,SOL-STATS,14,21228,31.842,13992,83.952,14,38,595,6,0,multiple,random,unitary,BRKGA
15,170,28730,15,120,SOL-STATS,15,23907,35.8605,6069,36.414,15,44,696,33,0,multiple,random,unitary,BRKGA
16,200,39800,20,120,SOL-STATS,20,24606,36.909,6820,40.92,20,58,705,45,0,multiple,random,unitary,BRKGA
17,215,46010,20,120,SOL-STATS,20,24117,36.1755,7481,44.886,20,49,654,26,0,multiple,random,unitary,BRKGA
18,158,24806,20,120,SOL-STATS,20,28655,42.9825,9384,56.304,20,46,833,105,9,multiple,random,unitary,BRKGA
19,192,36672,20,120,SOL-STATS,20,25029,37.5435,10150,60.9,20,58,696,39,5,multiple,random,unitary,BRKGA
1,25,600,5,120,SOL-STATS,5,8668,13.002,1207,7.242,5,6,236,4,0,multiple,random,unitary,BRKGA
20,169,28392,20,120,SOL-STATS,20,31186,46.779,8322,49.932,20,54,848,30,0,multiple,random,unitary,BRKGA
21,228,51756,25,120,SOL-STATS,25,31382,47.073,11438,68.628,25,49,909,98,0,multiple,random,unitary,BRKGA
22,330,108570,25,120,SOL-STATS,25,26025,39.0375,11717,70.302,25,111,758,64,0,multiple,random,unitary,BRKGA
23,257,65792,25,120,SOL-STATS,25,32678,49.017,11077,66.462,25,69,815,46,0,multiple,random,unitary,BRKGA
24,282,79242,25,120,SOL-STATS,25,28024,42.036,12634,75.804,25,62,737,60,1,multiple,random,unitary,BRKGA
25,247,60762,25,120,SOL-STATS,25,25836,38.754,10671,64.026,25,76,706,25,0,multiple,random,unitary,BRKGA
26,343,117306,30,120,SOL-STATS,28,26921,40.3815,13268,79.608,28,112,782,29,4,multiple,random,unitary,BRKGA
27,285,80940,30,120,SOL-STATS,29,26788,40.182,12298,73.788,29,76,751,74,0,multiple,random,unitary,BRKGA
28,320,102080,30,120,SOL-STATS,29,33257,49.8855,11564,69.384,29,70,916,129,18,multiple,random,unitary,BRKGA
29,612,373932,30,120,SOL-STATS,28,30762,46.143,12264,73.584,28,89,839,50,27,multiple,random,unitary,BRKGA
2,55,2970,5,120,SOL-STATS,5,10304,15.456,2657,15.942,5,8,265,27,0,multiple,random,unitary,BRKGA
30,297,87912,30,120,SOL-STATS,30,30172,45.258,11476,68.856,30,76,825,98,0,multiple,random,unitary,BRKGA
31,374,139502,35,120,SOL-STATS,30,18907,28.3605,13484,80.904,30,100,520,35,7,multiple,random,unitary,BRKGA
32,349,121452,35,120,SOL-STATS,31,26818,40.227,13089,78.534,31,71,804,66,12,multiple,random,unitary,BRKGA
33,340,115260,35,120,SOL-STATS,32,25978,38.967,13369,80.214,32,91,734,37,9,multiple,random,unitary,BRKGA
34,626,391250,35,120,SOL-STATS,31,20566,30.849,14784,88.704,31,108,554,74,11,multiple,random,unitary,BRKGA
35,279,77562,35,120,SOL-STATS,33,21559,32.3385,13735,82.41,33,77,513,35,4,multiple,random,unitary,BRKGA
36,397,157212,40,120,SOL-STATS,35,26691,40.0365,13294,79.764,35,105,711,143,13,multiple,random,unitary,BRKGA
37,510,259590,40,120,SOL-STATS,31,22531,33.7965,14219,85.314,31,110,552,74,2,multiple,random,unitary,BRKGA
38,488,237656,40,120,SOL-STATS,34,36017,54.0255,10956,65.736,34,109,977,249,45,multiple,random,unitary,BRKGA
39,422,177662,40,120,SOL-STATS,34,19546,29.319,15063,90.378,34,91,502,79,1,multiple,random,unitary,BRKGA
3,45,1980,5,120,SOL-STATS,5,19440,29.16,1338,8.028,5,8,589,22,0,multiple,random,unitary,BRKGA
40,439,192282,40,120,SOL-STATS,32,21219,31.8285,12779,76.674,32,94,597,50,0,multiple,random,unitary,BRKGA
41,438,191406,45,120,SOL-STATS,36,22455,33.6825,14019,84.114,36,112,765,118,7,multiple,random,unitary,BRKGA
42,385,147840,45,120,SOL-STATS,37,21427,32.1405,14505,87.03,37,81,593,32,0,multiple,random,unitary,BRKGA
43,380,144020,45,120,SOL-STATS,34,14730,22.095,16130,96.78,34,141,393,63,2,multiple,random,unitary,BRKGA
44,505,254520,45,120,SOL-STATS,35,19173,28.7595,15203,91.218,35,101,554,21,0,multiple,random,unitary,BRKGA
45,533,283556,45,120,SOL-STATS,32,18776,28.164,15295,91.77,32,132,479,32,6,multiple,random,unitary,BRKGA
46,764,582932,50,120,SOL-STATS,35,25924,38.886,13486,80.916,35,172,868,167,16,multiple,random,unitary,BRKGA
47,452,203852,50,120,SOL-STATS,40,16685,25.0275,15733,94.398,40,171,438,93,53,multiple,random,unitary,BRKGA
48,777,602952,50,120,SOL-STATS,39,24296,36.444,13623,81.738,39,128,603,123,20,multiple,random,unitary,BRKGA
49,416,172640,50,120,SOL-STATS,39,19856,29.784,14885,89.31,39,136,545,27,0,multiple,random,unitary,BRKGA
4,51,2550,5,120,SOL-STATS,5,22825,34.2375,2573,15.438,5,10,615,6,0,multiple,random,unitary,BRKGA
50,447,199362,50,120,SOL-STATS,36,21265,31.8975,14584,87.504,36,108,629,53,0,multiple,random,unitary,BRKGA
51,724,523452,55,120,SOL-STATS,39,26656,39.984,13335,80.01,39,128,727,151,54,multiple,random,unitary,BRKGA
52,528,278256,55,120,SOL-STATS,39,26154,39.231,13425,80.55,39,173,794,123,26,multiple,random,unitary,BRKGA
53,640,408960,55,120,SOL-STATS,38,21313,31.9695,14671,88.026,38,135,533,82,8,multiple,random,unitary,BRKGA
54,466,216690,55,120,SOL-STATS,40,18864,28.296,15107,90.642,40,141,496,111,26,multiple,random,unitary,BRKGA
55,519,268842,55,120,SOL-STATS,35,20006,30.009,14821,88.926,35,143,526,114,45,multiple,random,unitary,BRKGA
56,572,326612,60,120,SOL-STATS,39,19037,28.5555,14769,88.614,39,148,499,131,29,multiple,random,unitary,BRKGA
57,569,323192,60,120,SOL-STATS,41,20146,30.219,14939,89.634,41,108,561,51,11,multiple,random,unitary,BRKGA
58,788,620156,60,120,SOL-STATS,37,18394,27.591,15339,92.034,37,121,510,102,39,multiple,random,unitary,BRKGA
59,536,286760,60,120,SOL-STATS,39,15564,23.346,16100,96.6,39,116,429,83,23,multiple,random,unitary,BRKGA
5,57,3192,5,120,SOL-STATS,5,19083,28.6245,1167,7.002,5,7,517,1,0,multiple,random,unitary,BRKGA
60,582,338142,60,120,SOL-STATS,37,12926,19.389,16732,100.392,37,139,312,42,6,multiple,random,unitary,BRKGA
61,650,421850,65,120,SOL-STATS,39,15564,23.346,15926,95.556,39,183,381,78,21,multiple,random,unitary,BRKGA
62,690,475410,65,120,SOL-STATS,43,21241,31.8615,14677,88.062,43,147,646,60,1,multiple,random,unitary,BRKGA
63,834,694722,65,120,SOL-STATS,43,22562,33.843,14356,86.136,43,155,624,77,39,multiple,random,unitary,BRKGA
64,562,315282,65,120,SOL-STATS,42,15441,23.1615,15891,95.346,42,199,421,97,35,multiple,random,unitary,BRKGA
65,694,480942,65,120,SOL-STATS,41,13492,20.238,16535,99.21,41,128,303,51,14,multiple,random,unitary,BRKGA
66,675,454950,70,120,SOL-STATS,40,16173,24.2595,15785,94.71,40,153,437,100,45,multiple,random,unitary,BRKGA
67,786,617010,70,120,SOL-STATS,44,20258,30.387,14866,89.196,44,126,489,131,50,multiple,random,unitary,BRKGA
68,979,957462,70,120,SOL-STATS,36,18983,28.4745,14986,89.916,36,98,610,98,3,multiple,random,unitary,BRKGA
69,856,731880,70,120,SOL-STATS,19,10924,16.386,15546,93.276,19,80,252,36,0,multiple,random,unitary,BRKGA
6,104,10712,10,120,SOL-STATS,10,25023,37.5345,2878,17.268,10,25,734,66,0,multiple,random,unitary,BRKGA
70,713,507656,70,120,SOL-STATS,30,17891,26.8365,15419,92.514,30,103,559,74,3,multiple,random,unitary,BRKGA
71,740,546860,75,120,SOL-STATS,35,15928,23.892,15620,93.72,35,108,510,70,0,multiple,random,unitary,BRKGA
72,666,442890,75,120,SOL-STATS,46,15927,23.8905,15948,95.688,46,190,494,102,39,multiple,random,unitary,BRKGA
73,777,602952,75,120,SOL-STATS,38,16033,24.0495,15764,94.584,38,146,564,66,1,multiple,random,unitary,BRKGA
74,715,510510,75,120,SOL-STATS,33,15818,23.727,15800,94.8,33,157,578,82,0,multiple,random,unitary,BRKGA
75,907,821742,75,120,SOL-STATS,27,17405,26.1075,14952,89.712,27,88,572,44,0,multiple,random,unitary,BRKGA
76,802,642402,80,120,SOL-STATS,32,15177,22.7655,15883,95.298,32,132,473,26,0,multiple,random,unitary,BRKGA
77,712,506232,80,120,SOL-STATS,46,16738,25.107,15322,91.932,46,204,595,89,4,multiple,random,unitary,BRKGA
78,741,548340,80,120,SOL-STATS,39,19595,29.3925,14748,88.488,39,98,652,112,9,multiple,random,unitary,BRKGA
79,829,686412,80,120,SOL-STATS,29,16043,24.0645,15196,91.176,29,111,492,43,0,multiple,random,unitary,BRKGA
7,93,8556,10,120,SOL-STATS,10,26966,40.449,2056,12.336,10,29,813,71,0,multiple,random,unitary,BRKGA
80,902,812702,80,120,SOL-STATS,34,14886,22.329,15974,95.844,34,113,505,31,0,multiple,random,unitary,BRKGA
8,110,11990,10,120,SOL-STATS,10,26936,40.404,2555,15.33,10,41,860,69,0,multiple,random,unitary,BRKGA
9,91,8190,10,120,SOL-STATS,10,10621,15.9315,3545,21.27,10,21,288,9,0,multiple,random,unitary,BRKGA
10,93,8556,10,120,SOL-STATS,10,5537,8.3055,4597,27.582,10,26,159,24,0,single,sparse,unitary,BRKGA
11,123,15006,15,120,SOL-STATS,15,5532,8.298,6350,38.1,15,40,166,1,0,single,sparse,unitary,BRKGA
12,98,9506,15,120,SOL-STATS,15,7247,10.8705,5868,35.208,15,37,224,16,0,single,sparse,unitary,BRKGA
13,120,14280,15,120,SOL-STATS,15,5480,8.22,6100,36.6,15,33,156,5,0,single,sparse,unitary,BRKGA
14,97,9312,15,120,SOL-STATS,15,5750,8.625,5831,34.986,15,29,166,5,0,single,sparse,unitary,BRKGA
15,140,19460,15,120,SOL-STATS,15,5363,8.0445,6754,40.524,15,46,156,8,0,single,sparse,unitary,BRKGA
16,151,22650,20,120,SOL-STATS,20,5812,8.718,7413,44.478,20,33,157,5,0,single,sparse,unitary,BRKGA
17,150,22350,20,120,SOL-STATS,20,5753,8.6295,7119,42.714,20,34,158,4,0,single,sparse,unitary,BRKGA
18,133,17556,20,120,SOL-STATS,20,5854,8.781,7446,44.676,20,34,145,4,0,single,sparse,unitary,BRKGA
19,133,17556,20,120,SOL-STATS,20,5658,8.487,7351,44.106,20,34,157,2,0,single,sparse,unitary,BRKGA
1,37,1332,5,120,SOL-STATS,5,4874,7.311,2327,13.962,5,10,117,3,0,single,sparse,unitary,BRKGA
20,139,19182,20,120,SOL-STATS,20,5871,8.8065,7256,43.536,20,33,162,5,0,single,sparse,unitary,BRKGA
21,217,46872,25,120,SOL-STATS,25,7309,10.9635,8959,53.754,25,56,189,3,0,single,sparse,unitary,BRKGA
22,190,35910,25,120,SOL-STATS,25,6717,10.0755,8515,51.09,25,49,196,2,0,single,sparse,unitary,BRKGA
23,189,35532,25,120,SOL-STATS,25,6303,9.4545,8685,52.11,25,49,179,2,0,single,sparse,unitary,BRKGA
24,186,34410,25,120,SOL-STATS,25,6988,10.482,8794,52.764,25,52,178,3,1,single,sparse,unitary,BRKGA
25,190,35910,25,120,SOL-STATS,25,6598,9.897,8763,52.578,25,60,192,6,0,single,sparse,unitary,BRKGA
26,207,42642,30,120,SOL-STATS,30,7272,10.908,10773,64.638,30,68,182,6,0,single,sparse,unitary,BRKGA
27,205,41820,30,120,SOL-STATS,30,6864,10.296,10486,62.916,30,73,196,16,0,single,sparse,unitary,BRKGA
28,236,55460,30,120,SOL-STATS,30,7139,10.7085,10630,63.78,30,90,209,17,0,single,sparse,unitary,BRKGA
29,218,47306,30,120,SOL-STATS,30,6598,9.89700000000001,11353,68.118,30,73,192,6,0,single,sparse,unitary,BRKGA
2,35,1190,5,120,SOL-STATS,5,5222,7.833,2066,12.396,5,6,143,4,0,single,sparse,unitary,BRKGA
30,207,42642,30,120,SOL-STATS,30,7495,11.2425,10481,62.886,30,70,211,16,4,single,sparse,unitary,BRKGA
31,250,62250,35,120,SOL-STATS,35,7914,11.871,12291,73.746,35,82,222,25,0,single,sparse,unitary,BRKGA
32,240,57360,35,120,SOL-STATS,35,7457,11.1855,13127,78.762,35,87,208,20,0,single,sparse,unitary,BRKGA
33,243,58806,35,120,SOL-STATS,35,7208,10.812,12359,74.154,35,85,206,17,0,single,sparse,unitary,BRKGA
34,242,58322,35,120,SOL-STATS,35,7588,11.382,12658,75.948,35,82,212,20,0,single,sparse,unitary,BRKGA
35,262,68382,35,120,SOL-STATS,35,7388,11.082,12797,76.782,35,95,217,18,0,single,sparse,unitary,BRKGA
36,272,73712,40,120,SOL-STATS,40,7843,11.7645,14355,86.13,40,112,231,26,1,single,sparse,unitary,BRKGA
37,272,73712,40,120,SOL-STATS,40,7966,11.949,14362,86.172,40,116,219,29,1,single,sparse,unitary,BRKGA
38,272,73712,40,120,SOL-STATS,40,7760,11.64,14218,85.308,40,113,230,26,2,single,sparse,unitary,BRKGA
39,274,74802,40,120,SOL-STATS,40,7955,11.9325,14365,86.19,40,112,217,24,1,single,sparse,unitary,BRKGA
3,36,1260,5,120,SOL-STATS,5,5327,7.9905,2356,14.136,5,7,139,4,0,single,sparse,unitary,BRKGA
40,274,74802,40,120,SOL-STATS,40,7683,11.5245,14295,85.77,40,116,225,23,1,single,sparse,unitary,BRKGA
41,293,85556,45,120,SOL-STATS,45,7818,11.727,16475,98.85,45,120,218,26,2,single,sparse,unitary,BRKGA
42,291,84390,45,120,SOL-STATS,45,7760,11.64,15989,95.934,45,122,230,26,2,single,sparse,unitary,BRKGA
43,301,90300,45,120,SOL-STATS,45,7708,11.562,16292,97.752,45,132,228,25,2,single,sparse,unitary,BRKGA
44,301,90300,45,120,SOL-STATS,45,7708,11.562,16292,97.752,45,132,228,25,2,single,sparse,unitary,BRKGA
45,288,82656,45,120,SOL-STATS,45,8004,12.006,16312,97.872,45,122,233,26,2,single,sparse,unitary,BRKGA
46,324,104652,50,120,SOL-STATS,49,9128,13.692,17693,106.158,49,128,231,33,3,single,sparse,unitary,BRKGA
47,320,102080,50,120,SOL-STATS,50,7919,11.8785,17863,107.178,50,124,238,25,2,single,sparse,unitary,BRKGA
48,311,96410,50,120,SOL-STATS,49,7760,11.64,17589,105.534,49,131,230,26,2,single,sparse,unitary,BRKGA
49,315,98910,50,120,SOL-STATS,49,10334,15.501,17408,104.448,49,143,269,38,12,single,sparse,unitary,BRKGA
4,47,2162,5,120,SOL-STATS,5,5084,7.626,2468,14.808,5,12,134,2,0,single,sparse,unitary,BRKGA
50,325,105300,50,120,SOL-STATS,49,8543,12.8145,17863,107.178,49,125,234,30,3,single,sparse,unitary,BRKGA
51,339,114582,55,120,SOL-STATS,52,10053,15.0795,17471,104.826,52,139,279,33,15,single,sparse,unitary,BRKGA
52,345,118680,55,120,SOL-STATS,52,9176,13.764,17570,105.42,52,146,265,29,1,single,sparse,unitary,BRKGA
53,349,121452,55,120,SOL-STATS,52,10055,15.0825,17449,104.694,52,144,285,29,3,single,sparse,unitary,BRKGA
54,332,109892,55,120,SOL-STATS,52,8762,13.143,17786,106.716,52,158,260,41,12,single,sparse,unitary,BRKGA
55,357,127092,55,120,SOL-STATS,52,9406,14.109,17603,105.618,52,162,273,42,8,single,sparse,unitary,BRKGA
