instance,|V|,|A|,|B|,T,model,cost,meters,tourMinutes,blocksMeters,blocksMinutes,numVisitedBlocks,numVisitedNodes,numOriginalVisitedNodes,numRepeatedNodes,numRepeatedArcs,Components,ComponentsSelection,Profits,Algorithm
7,93,8556,10,120,SOL-STATS,10,67133,100.6995,2056,12.336,10,75,2005,470,289,multiple,random,unitary,IP
8,110,11990,10,120,SOL-STATS,10,62001,93.0015,2555,15.33,10,94,1853,460,310,multiple,random,unitary,IP
9,91,8190,10,120,SOL-STATS,10,31982,47.973,3545,21.27,10,252,880,179,99,multiple,random,unitary,IP
10,93,8556,10,120,SOL-STATS,10,20118,30.177,4597,27.582,10,225,526,139,109,single,sparse,unitary,IP
11,123,15006,15,120,SOL-STATS,15,56380,84.57,6350,38.1,15,397,1456,386,349,single,sparse,unitary,IP
12,98,9506,15,120,SOL-STATS,15,34518,51.777,5868,35.208,15,298,856,221,189,single,sparse,unitary,IP
13,120,14280,15,120,SOL-STATS,15,51625,77.4375,6100,36.6,15,399,1381,371,412,single,sparse,unitary,IP
14,97,9312,15,120,SOL-STATS,15,37217,55.8255,5831,34.986,15,403,930,198,222,single,sparse,unitary,IP
15,140,19460,15,120,SOL-STATS,15,41568,62.352,6754,40.524,15,396,1047,281,215,single,sparse,unitary,IP
16,151,22650,20,120,SOL-STATS,19,57706,86.559,6921,41.526,19,466,1412,314,415,single,sparse,unitary,IP
17,150,22350,20,120,SOL-STATS,20,48536,72.804,7119,42.714,20,462,1283,328,329,single,sparse,unitary,IP
18,133,17556,20,120,SOL-STATS,20,46377,69.5655,7446,44.676,20,399,1050,255,236,single,sparse,unitary,IP
19,133,17556,20,120,SOL-STATS,20,51770,77.655,7351,44.106,20,419,1309,344,335,single,sparse,unitary,IP
1,37,1332,5,120,SOL-STATS,5,12002,18.003,2327,13.962,5,81,324,57,21,single,sparse,unitary,IP
20,139,19182,20,120,SOL-STATS,20,50673,76.0095,7256,43.536,20,485,1364,301,254,single,sparse,unitary,IP
21,217,46872,25,120,SOL-STATS,25,45337,68.0055,8959,53.754,25,607,1282,320,295,single,sparse,unitary,IP
22,190,35910,25,120,SOL-STATS,25,46128,69.192,8515,51.09,25,479,1190,357,252,single,sparse,unitary,IP
23,189,35532,25,120,SOL-STATS,25,42349,63.5235,8685,52.11,25,482,1120,265,278,single,sparse,unitary,IP
24,186,34410,25,120,SOL-STATS,25,47952,71.928,8794,52.764,25,544,1291,344,317,single,sparse,unitary,IP
25,190,35910,25,120,SOL-STATS,24,53462,80.193,8271,49.626,24,549,1474,356,350,single,sparse,unitary,IP
26,207,42642,30,120,SOL-STATS,30,45719,68.5785,10773,64.638,30,620,1161,320,253,single,sparse,unitary,IP
27,205,41820,30,120,SOL-STATS,30,47269,70.9035,10486,62.916,30,621,1259,308,278,single,sparse,unitary,IP
28,236,55460,30,120,SOL-STATS,30,46443,69.6645,10630,63.78,30,622,1208,300,272,single,sparse,unitary,IP
29,218,47306,30,120,SOL-STATS,29,45109,67.6635,10861,65.166,29,641,1162,296,287,single,sparse,unitary,IP
2,35,1190,5,120,SOL-STATS,5,9593,14.3895,2066,12.396,5,67,236,36,19,single,sparse,unitary,IP
30,207,42642,30,120,SOL-STATS,30,46768,70.152,10481,62.886,30,532,1204,357,268,single,sparse,unitary,IP
31,250,62250,35,120,SOL-STATS,35,37995,56.9925,12291,73.746,35,611,1036,290,172,single,sparse,unitary,IP
32,240,57360,35,120,SOL-STATS,34,39925,59.8875,12635,75.81,34,593,994,256,196,single,sparse,unitary,IP
33,243,58806,35,120,SOL-STATS,35,40778,61.167,12359,74.154,35,662,1119,308,261,single,sparse,unitary,IP
34,242,58322,35,120,SOL-STATS,34,40753,61.1295,12208,73.248,34,632,1081,264,211,single,sparse,unitary,IP
35,262,68382,35,120,SOL-STATS,35,36471,54.7065,12797,76.782,35,641,1061,300,268,single,sparse,unitary,IP
36,272,73712,40,120,SOL-STATS,39,36580,54.87,13863,83.178,39,631,929,272,193,single,sparse,unitary,IP
37,272,73712,40,120,SOL-STATS,39,36400,54.6,13870,83.22,39,690,994,249,220,single,sparse,unitary,IP
38,272,73712,40,120,SOL-STATS,39,36435,54.6525,13726,82.356,39,643,971,254,175,single,sparse,unitary,IP
39,274,74802,40,120,SOL-STATS,39,36787,55.1805,13862,83.172,39,682,998,263,197,single,sparse,unitary,IP
3,36,1260,5,120,SOL-STATS,5,25266,37.899,2356,14.136,5,102,617,143,150,single,sparse,unitary,IP
40,274,74802,40,120,SOL-STATS,39,36907,55.3605,13792,82.752,39,709,959,231,222,single,sparse,unitary,IP
41,293,85556,45,120,SOL-STATS,43,32422,48.633,15371,92.226,43,632,879,235,163,single,sparse,unitary,IP
42,291,84390,45,120,SOL-STATS,44,31463,47.1945,15403,92.418,44,606,804,232,149,single,sparse,unitary,IP
43,301,90300,45,120,SOL-STATS,44,32681,49.0215,15601,93.606,44,742,943,213,185,single,sparse,unitary,IP
44,301,90300,45,120,SOL-STATS,44,32681,49.0215,15601,93.606,44,742,943,213,185,single,sparse,unitary,IP
45,288,82656,45,120,SOL-STATS,44,30751,46.1265,15726,94.356,44,588,769,217,143,single,sparse,unitary,IP
46,324,104652,50,120,SOL-STATS,42,41951,62.9265,13278,79.668,42,661,1167,302,242,single,sparse,unitary,IP
47,320,102080,50,120,SOL-STATS,47,31882,47.823,16208,97.248,47,581,767,183,110,single,sparse,unitary,IP
48,311,96410,50,120,SOL-STATS,43,41057,61.5855,13558,81.348,43,663,1056,276,254,single,sparse,unitary,IP
49,315,98910,50,120,SOL-STATS,41,39832,59.748,13620,81.72,41,507,1000,278,191,single,sparse,unitary,IP
4,47,2162,5,120,SOL-STATS,5,9010,13.515,2468,14.808,5,79,216,36,19,single,sparse,unitary,IP
50,325,105300,50,120,SOL-STATS,43,39346,59.019,13958,83.748,43,613,996,253,181,single,sparse,unitary,IP
51,339,114582,55,120,SOL-STATS,41,50784,76.176,11077,66.462,41,765,1408,339,330,single,sparse,unitary,IP
52,345,118680,55,120,SOL-STATS,32,62212,93.318,7332,43.992,32,536,1695,434,441,single,sparse,unitary,IP
53,349,121452,55,120,SOL-STATS,41,40113,60.1695,13671,82.026,41,638,1096,284,179,single,sparse,unitary,IP
54,332,109892,55,120,SOL-STATS,39,44904,67.356,12282,73.692,39,714,1321,330,308,single,sparse,unitary,IP
55,357,127092,55,120,SOL-STATS,36,55674,83.511,9419,56.514,36,442,1412,377,303,single,sparse,unitary,IP
56,374,139502,60,120,SOL-STATS,37,56457,84.6855,9239,55.434,37,620,1696,441,420,single,sparse,unitary,IP
57,346,119370,60,120,SOL-STATS,41,53347,80.0205,10548,63.288,41,664,1566,403,387,single,sparse,unitary,IP
58,346,119370,60,120,SOL-STATS,38,55696,83.544,9413,56.478,38,516,1350,389,282,single,sparse,unitary,IP
59,346,119370,60,120,SOL-STATS,38,55696,83.544,9413,56.478,38,516,1350,389,282,single,sparse,unitary,IP
5,34,1122,5,120,SOL-STATS,5,9337,14.0055,2198,13.188,5,73,248,57,26,single,sparse,unitary,IP
60,347,120062,60,120,SOL-STATS,45,45528,68.292,12542,75.252,45,704,1244,330,284,single,sparse,unitary,IP
61,374,139502,65,120,SOL-STATS,40,56529,84.7935,9486,56.916,40,716,1584,395,380,single,sparse,unitary,IP
62,374,139502,65,120,SOL-STATS,45,48316,72.474,11955,71.73,45,571,1247,369,218,single,sparse,unitary,IP
63,376,141000,65,120,SOL-STATS,44,43233,64.8495,13064,78.384,44,636,1160,299,281,single,sparse,unitary,IP
64,374,139502,65,120,SOL-STATS,40,56848,85.272,9206,55.236,40,489,1517,409,368,single,sparse,unitary,IP
65,372,138012,65,120,SOL-STATS,34,63197,94.7955,7380,44.28,34,490,1723,378,429,single,sparse,unitary,IP
66,387,149382,70,120,SOL-STATS,48,31458,47.187,16220,97.32,48,562,776,212,146,single,sparse,unitary,IP
67,393,154056,70,120,SOL-STATS,44,28558,42.837,16559,99.354,44,443,690,166,168,single,sparse,unitary,IP
68,387,149382,70,120,SOL-STATS,37,59424,89.136,8533,51.198,37,594,1667,430,474,single,sparse,unitary,IP
69,399,158802,70,120,SOL-STATS,5,853,1.2795,1429,8.574,5,19,19,2,0,single,sparse,unitary,IP
6,53,2756,10,120,SOL-STATS,10,20343,30.5145,4753,28.518,10,124,421,87,105,single,sparse,unitary,IP
70,384,147072,70,120,SOL-STATS,35,63810,95.715,7389,44.334,35,324,1583,392,365,single,sparse,unitary,IP
71,417,173472,75,120,SOL-STATS,4,311,0.4665,1989,11.934,4,25,25,1,0,single,sparse,unitary,IP
72,421,176820,75,120,SOL-STATS,6,778,1.167,2529,15.174,6,17,17,4,0,single,sparse,unitary,IP
73,420,175980,75,120,SOL-STATS,5,1431,2.1465,1551,9.306,5,46,50,15,0,single,sparse,unitary,IP
74,414,170982,75,120,SOL-STATS,4,445,0.6675,1652,9.912,4,20,20,2,0,single,sparse,unitary,IP
75,414,170982,75,120,SOL-STATS,4,445,0.6675,1652,9.912,4,20,20,2,0,single,sparse,unitary,IP
76,430,184470,80,120,SOL-STATS,4,445,0.6675,1652,9.912,4,20,20,2,0,single,sparse,unitary,IP
77,464,214832,80,120,SOL-STATS,3,184,0.276,492,2.952,3,6,6,1,0,single,sparse,unitary,IP
78,432,186192,80,120,SOL-STATS,51,39569,59.3535,14719,88.314,51,653,1052,275,205,single,sparse,unitary,IP
79,434,187922,80,120,SOL-STATS,42,55216,82.824,9876,59.256,42,567,1465,384,341,single,sparse,unitary,IP
7,73,5256,10,120,SOL-STATS,10,19166,28.749,4435,26.61,10,174,459,98,83,single,sparse,unitary,IP
80,430,184470,80,120,SOL-STATS,4,445,0.6675,1652,9.912,4,20,20,2,0,single,sparse,unitary,IP
8,66,4290,10,120,SOL-STATS,10,31169,46.7535,4265,25.59,10,179,705,155,165,single,sparse,unitary,IP
9,84,6972,10,120,SOL-STATS,10,49207,73.8105,4330,25.98,10,325,1301,321,327,single,sparse,unitary,IP
10,110,11990,10,120,SOL-STATS,10,68196,102.294,2656,15.936,10,228,1955,604,122,multiple,sparse,unitary,IP
11,128,16256,15,120,SOL-STATS,15,53678,80.517,4347,26.082,15,197,1630,257,73,multiple,sparse,unitary,IP
12,144,20592,15,120,SOL-STATS,15,60064,90.096,4241,25.446,15,340,1806,585,207,multiple,sparse,unitary,IP
13,160,25440,15,120,SOL-STATS,14,61211,91.8165,5350,32.1,14,381,1872,380,244,multiple,sparse,unitary,IP
14,135,18090,15,120,SOL-STATS,15,52594,78.891,4283,25.698,15,276,1698,284,109,multiple,sparse,unitary,IP
15,129,16512,15,120,SOL-STATS,15,52069,78.1035,4368,26.208,15,347,1582,304,164,multiple,sparse,unitary,IP
16,194,37442,20,120,SOL-STATS,20,53537,80.3055,6372,38.232,20,435,1742,347,238,multiple,sparse,unitary,IP
17,155,23870,20,120,SOL-STATS,20,63695,95.5425,5213,31.278,20,322,1888,341,97,multiple,sparse,unitary,IP
18,157,24492,20,120,SOL-STATS,20,63983,95.9745,4973,29.838,20,415,2024,314,257,multiple,sparse,unitary,IP
19,151,22650,20,120,SOL-STATS,20,61094,91.641,5308,31.848,20,318,1803,320,171,multiple,sparse,unitary,IP
1,54,2862,5,120,SOL-STATS,5,58950,88.425,1526,9.156,5,77,1596,456,465,multiple,sparse,unitary,IP
20,156,24180,20,120,SOL-STATS,20,58380,87.57,5414,32.484,20,384,1821,409,289,multiple,sparse,unitary,IP
21,194,37442,25,120,SOL-STATS,25,56915,85.3725,7409,44.454,25,534,1812,271,297,multiple,sparse,unitary,IP
22,193,37056,25,120,SOL-STATS,25,57724,86.586,7352,44.112,25,477,1780,417,134,multiple,sparse,unitary,IP
23,196,38220,25,120,SOL-STATS,25,55068,82.602,7147,42.882,25,407,1675,280,97,multiple,sparse,unitary,IP
24,193,37056,25,120,SOL-STATS,25,53730,80.595,7399,44.394,25,583,1743,323,276,multiple,sparse,unitary,IP
25,193,37056,25,120,SOL-STATS,25,54664,81.996,7650,45.9,25,646,1717,307,263,multiple,sparse,unitary,IP
26,239,56882,30,120,SOL-STATS,30,51872,77.808,9137,54.822,30,721,1675,337,263,multiple,sparse,unitary,IP
27,326,105950,30,120,SOL-STATS,17,43162,64.743,4047,24.282,17,459,1473,315,187,multiple,sparse,unitary,IP
28,235,54990,30,120,SOL-STATS,30,45631,68.4465,8885,53.31,30,699,1506,244,212,multiple,sparse,unitary,IP
29,234,54522,30,120,SOL-STATS,30,50948,76.422,8799,52.794,30,543,1567,369,147,multiple,sparse,unitary,IP
2,59,3422,5,120,SOL-STATS,5,52361,78.5415,1263,7.578,5,100,1483,440,416,multiple,sparse,unitary,IP
30,228,51756,30,120,SOL-STATS,29,54326,81.489,8517,51.102,29,606,1744,291,157,multiple,sparse,unitary,IP
31,244,59292,35,120,SOL-STATS,34,50553,75.8295,9803,58.818,34,626,1670,358,217,multiple,sparse,unitary,IP
32,289,83232,35,120,SOL-STATS,33,52497,78.7455,9518,57.108,33,637,1714,423,222,multiple,sparse,unitary,IP
33,265,69960,35,120,SOL-STATS,35,47286,70.929,10651,63.906,35,676,1492,258,173,multiple,sparse,unitary,IP
34,250,62250,35,120,SOL-STATS,33,51941,77.9115,9537,57.222,33,456,1669,330,241,multiple,sparse,unitary,IP
35,245,59780,35,120,SOL-STATS,35,49244,73.866,10242,61.452,35,653,1596,328,214,multiple,sparse,unitary,IP
36,303,91506,40,120,SOL-STATS,38,45471,68.2065,11682,70.092,38,680,1490,228,176,multiple,sparse,unitary,IP
37,310,95790,40,120,SOL-STATS,34,46819,70.2285,11049,66.294,34,853,1621,299,301,multiple,sparse,unitary,IP
38,303,91506,40,120,SOL-STATS,34,46836,70.254,11049,66.294,34,697,1514,325,239,multiple,sparse,unitary,IP
39,303,91506,40,120,SOL-STATS,31,50966,76.449,9585,57.51,31,531,1552,225,125,multiple,sparse,unitary,IP
3,48,2256,5,120,SOL-STATS,5,39960,59.94,1027,6.162,5,78,1126,165,20,multiple,sparse,unitary,IP
40,303,91506,40,120,SOL-STATS,36,47438,71.157,10822,64.932,36,581,1356,221,185,multiple,sparse,unitary,IP
41,324,104652,45,120,SOL-STATS,36,46506,69.759,11115,66.69,36,830,1631,306,314,multiple,sparse,unitary,IP
42,345,118680,45,120,SOL-STATS,27,43097,64.6455,7258,43.548,27,860,1624,314,393,multiple,sparse,unitary,IP
43,337,113232,45,120,SOL-STATS,38,43009,64.5135,12438,74.628,38,698,1317,238,196,multiple,sparse,unitary,IP
44,343,117306,45,120,SOL-STATS,35,47357,71.0355,10373,62.238,35,786,1621,293,246,multiple,sparse,unitary,IP
45,327,106602,45,120,SOL-STATS,18,23621,35.4315,7426,44.556,18,275,512,144,138,multiple,sparse,unitary,IP
46,367,134322,50,120,SOL-STATS,37,50047,75.0705,10474,62.844,37,807,1705,298,195,multiple,sparse,unitary,IP
47,367,134322,50,120,SOL-STATS,38,47146,70.719,10839,65.034,38,652,1705,339,190,multiple,sparse,unitary,IP
48,371,137270,50,120,SOL-STATS,8,6600,9.9,1747,10.482,8,153,230,68,44,multiple,sparse,unitary,IP
49,367,134322,50,120,SOL-STATS,39,48427,72.6405,10932,65.592,39,733,1622,294,264,multiple,sparse,unitary,IP
4,45,1980,5,120,SOL-STATS,5,57960,86.94,1058,6.348,5,89,1584,446,437,multiple,sparse,unitary,IP
50,367,134322,50,120,SOL-STATS,40,46779,70.1685,11680,70.08,40,679,1568,303,221,multiple,sparse,unitary,IP
51,399,158802,55,120,SOL-STATS,40,49596,74.394,10904,65.424,40,603,1595,316,158,multiple,sparse,unitary,IP
52,387,149382,55,120,SOL-STATS,24,14701,22.0515,6343,38.058,24,589,739,184,156,multiple,sparse,unitary,IP
53,390,151710,55,120,SOL-STATS,9,4442,6.663,3497,20.982,9,70,83,20,5,multiple,sparse,unitary,IP
54,386,148610,55,120,SOL-STATS,21,68321,102.4815,4660,27.96,21,240,2029,687,349,multiple,sparse,unitary,IP
55,388,150156,55,120,SOL-STATS,24,18997,28.4955,6343,38.058,24,571,875,243,177,multiple,sparse,unitary,IP
56,468,218556,60,120,SOL-STATS,4,327,0.4905,896,5.376,4,15,15,1,0,multiple,sparse,unitary,IP
57,414,170982,60,120,SOL-STATS,6,1445,2.1675,2908,17.448,6,13,13,3,0,multiple,sparse,unitary,IP
58,489,238632,60,120,SOL-STATS,7,1955,2.9325,2779,16.674,7,90,90,8,0,multiple,sparse,unitary,IP
59,473,223256,60,120,SOL-STATS,1,70,0.105,70,0.42,1,9,9,3,0,multiple,sparse,unitary,IP
60,469,219492,60,120,SOL-STATS,4,617,0.9255,1258,7.548,4,12,12,2,0,multiple,sparse,unitary,IP
61,515,264710,65,120,SOL-STATS,5,182,0.273,1663,9.978,5,8,8,1,0,multiple,sparse,unitary,IP
62,508,257556,65,120,SOL-STATS,2,96,0.144,443,2.658,2,12,12,1,0,multiple,sparse,unitary,IP
63,517,266772,65,120,SOL-STATS,2,1761,2.6415,713,4.278,2,52,52,12,15,multiple,sparse,unitary,IP
64,513,262656,65,120,SOL-STATS,2,151,0.2265,1960,11.76,2,21,21,1,0,multiple,sparse,unitary,IP
65,533,283556,65,120,SOL-STATS,22,8877,13.3155,7683,46.098,22,358,428,89,82,multiple,sparse,unitary,IP
66,531,281430,70,120,SOL-STATS,1,298,0.447,298,1.788,1,9,9,1,0,multiple,sparse,unitary,IP
67,561,314160,70,120,SOL-STATS,4,562,0.843,896,5.376,4,26,26,3,0,multiple,sparse,unitary,IP
68,564,317532,70,120,SOL-STATS,5,1888,2.832,2618,15.708,5,88,88,7,0,multiple,sparse,unitary,IP
69,534,284622,70,120,SOL-STATS,6,2014,3.021,1404,8.424,6,65,67,14,4,multiple,sparse,unitary,IP
70,563,316406,70,120,SOL-STATS,5,426,0.638999999999999,1868,11.208,5,22,22,1,0,multiple,sparse,unitary,IP
71,611,372710,75,120,SOL-STATS,2,151,0.2265,1960,11.76,2,21,21,1,0,multiple,sparse,unitary,IP
72,605,365420,75,120,SOL-STATS,5,1828,2.742,1747,10.482,5,40,68,8,0,multiple,sparse,unitary,IP
73,607,367842,75,120,SOL-STATS,5,470,0.705,1868,11.208,5,28,28,3,0,multiple,sparse,unitary,IP
74,607,367842,75,120,SOL-STATS,8,814,1.221,2924,17.544,8,13,13,2,0,multiple,sparse,unitary,IP
75,607,367842,75,120,SOL-STATS,5,470,0.705,1868,11.208,5,28,28,3,0,multiple,sparse,unitary,IP
76,665,441560,80,120,SOL-STATS,5,1809,2.7135,2618,15.708,5,80,80,4,0,multiple,sparse,unitary,IP
77,934,871422,80,120,SOL-STATS,1,99,0.1485,99,0.594,1,9,9,1,0,multiple,sparse,unitary,IP
78,665,441560,80,120,SOL-STATS,5,1809,2.7135,2618,15.708,5,80,80,4,0,multiple,sparse,unitary,IP
79,668,445556,80,120,SOL-STATS,6,4501,6.7515,2453,14.718,6,58,106,14,10,multiple,sparse,unitary,IP
80,667,444222,80,120,SOL-STATS,10,1955,2.9325,4688,28.128,10,26,26,6,0,multiple,sparse,unitary,IP
5,58,3306,5,120,SOL-STATS,5,20668,31.002,1641,9.846,5,31,572,19,0,multiple,sparse,unitary,IP
6,95,8930,10,120,SOL-STATS,10,61848,92.772,2252,13.512,10,70,1765,284,86,multiple,sparse,unitary,IP
7,97,9312,10,120,SOL-STATS,10,57166,85.749,2919,17.514,10,62,1628,188,52,multiple,sparse,unitary,IP
8,95,8930,10,120,SOL-STATS,10,62440,93.66,2492,14.952,10,56,1858,338,258,multiple,sparse,unitary,IP
9,95,8930,10,120,SOL-STATS,10,50688,76.032,2682,16.092,10,73,1478,247,38,multiple,sparse,unitary,IP
10,75,5550,10,120,SOL-STATS,51,3546,5.319,4027,24.162,10,26,117,1,0,single,random,random,BRKGA
11,105,10920,15,120,SOL-STATS,56,5525,8.2875,6309,37.854,15,39,155,12,1,single,random,random,BRKGA
12,107,11342,15,120,SOL-STATS,48,4616,6.924,5624,33.744,15,25,138,7,0,single,random,random,BRKGA
13,116,13340,15,120,SOL-STATS,73,4901,7.3515,4861,29.166,15,53,150,4,0,single,random,random,BRKGA
14,96,9120,15,120,SOL-STATS,55,5833,8.7495,5800,34.8,15,32,159,3,0,single,random,random,BRKGA
15,107,11342,15,120,SOL-STATS,63,6021,9.0315,6543,39.258,15,44,155,4,2,single,random,random,BRKGA
16,222,49062,20,120,SOL-STATS,87,6877,10.3155,9298,55.788,20,60,176,18,0,single,random,random,BRKGA
17,163,26406,20,120,SOL-STATS,76,6148,9.222,7953,47.718,20,69,184,19,2,single,random,random,BRKGA
18,223,49506,20,120,SOL-STATS,85,7746,11.619,8259,49.554,20,63,208,17,0,single,random,random,BRKGA
19,146,21170,20,120,SOL-STATS,82,6771,10.1565,9373,56.238,20,51,182,14,9,single,random,random,BRKGA
1,31,930,5,120,SOL-STATS,18,1807,2.7105,1585,9.51,5,8,62,0,0,single,random,random,BRKGA
20,165,27060,20,120,SOL-STATS,75,6503,9.7545,8579,51.474,20,51,166,7,0,single,random,random,BRKGA
21,216,46440,25,120,SOL-STATS,79,7683,11.5245,10839,65.034,25,48,208,23,0,single,random,random,BRKGA
22,225,50400,25,120,SOL-STATS,97,6830,10.245,13124,78.744,25,109,188,30,0,single,random,random,BRKGA
23,203,41006,25,120,SOL-STATS,87,7480,11.22,10095,60.57,25,60,224,18,2,single,random,random,BRKGA
24,264,69432,25,120,SOL-STATS,97,6740,10.11,12294,73.764,25,75,176,7,0,single,random,random,BRKGA
25,236,55460,25,120,SOL-STATS,106,7015,10.5225,11449,68.694,25,63,200,12,0,single,random,random,BRKGA
26,214,45582,30,120,SOL-STATS,137,7581,11.3715,12226,73.356,30,61,195,13,0,single,random,random,BRKGA
27,266,70490,30,120,SOL-STATS,118,7777,11.6655,13336,80.016,30,112,197,35,2,single,random,random,BRKGA
28,236,55460,30,120,SOL-STATS,122,9326,13.989,13622,81.732,30,103,244,22,4,single,random,random,BRKGA
29,235,54990,30,120,SOL-STATS,111,8334,12.501,12659,75.954,30,91,219,24,0,single,random,random,BRKGA
2,58,3306,5,120,SOL-STATS,21,2658,3.987,2583,15.498,5,5,65,5,0,single,random,random,BRKGA
30,266,70490,30,120,SOL-STATS,113,8460,12.69,14272,85.632,30,96,232,30,10,single,random,random,BRKGA
31,240,57360,35,120,SOL-STATS,155,8454,12.681,14169,85.014,35,88,245,17,11,single,random,random,BRKGA
32,287,82082,35,120,SOL-STATS,125,8074,12.111,12944,77.664,35,88,219,29,2,single,random,random,BRKGA
33,313,97656,35,120,SOL-STATS,129,8341,12.5115,17485,104.91,35,115,234,28,7,single,random,random,BRKGA
34,263,68906,35,120,SOL-STATS,149,8398,12.597,15156,90.936,35,87,207,21,7,single,random,random,BRKGA
35,269,72092,35,120,SOL-STATS,156,8850,13.275,17276,103.656,35,122,246,26,1,single,random,random,BRKGA
36,345,118680,40,120,SOL-STATS,143,11936,17.904,16879,101.274,39,173,347,70,14,single,random,random,BRKGA
37,287,82082,40,120,SOL-STATS,156,11766,17.649,17056,102.336,39,111,302,38,10,single,random,random,BRKGA
38,374,139502,40,120,SOL-STATS,156,9342,14.013,17647,105.882,40,127,257,38,7,single,random,random,BRKGA
39,356,126380,40,120,SOL-STATS,174,8542,12.813,17358,104.148,40,133,224,3,0,single,random,random,BRKGA
3,22,462,5,120,SOL-STATS,27,2845,4.2675,1924,11.544,5,6,71,6,0,single,random,random,BRKGA
40,269,72092,40,120,SOL-STATS,152,7135,10.7025,18188,109.128,37,106,172,21,0,single,random,random,BRKGA
41,356,126380,45,120,SOL-STATS,177,10839,16.2585,17178,103.068,42,106,267,21,2,single,random,random,BRKGA
42,367,134322,45,120,SOL-STATS,175,10317,15.4755,17296,103.776,44,151,305,56,12,single,random,random,BRKGA
43,408,166056,45,120,SOL-STATS,175,9994,14.991,17442,104.652,41,125,266,32,1,single,random,random,BRKGA
44,335,111890,45,120,SOL-STATS,177,11551,17.3265,17029,102.174,44,143,317,37,8,single,random,random,BRKGA
45,392,153272,45,120,SOL-STATS,164,12431,18.6465,16845,101.07,42,118,290,42,9,single,random,random,BRKGA
46,376,141000,50,120,SOL-STATS,166,11446,17.169,17115,102.69,45,134,319,41,8,single,random,random,BRKGA
47,372,138012,50,120,SOL-STATS,192,10336,15.504,17362,104.172,43,131,288,46,27,single,random,random,BRKGA
48,357,127092,50,120,SOL-STATS,203,8787,13.1805,17695,106.17,45,114,256,42,3,single,random,random,BRKGA
49,359,128522,50,120,SOL-STATS,183,11412,17.118,17065,102.39,43,136,275,39,9,single,random,random,BRKGA
4,25,600,5,120,SOL-STATS,14,1010,1.515,2405,14.43,5,9,21,2,0,single,random,random,BRKGA
50,460,211140,50,120,SOL-STATS,174,9001,13.5015,17738,106.428,39,124,245,55,2,single,random,random,BRKGA
51,427,181902,55,120,SOL-STATS,210,10313,15.4695,17304,103.824,44,186,325,54,8,single,random,random,BRKGA
52,329,107912,55,120,SOL-STATS,198,8725,13.0875,17802,106.812,45,106,229,17,2,single,random,random,BRKGA
53,408,166056,55,120,SOL-STATS,211,11648,17.472,17007,102.042,44,133,322,57,12,single,random,random,BRKGA
54,427,181902,55,120,SOL-STATS,200,10209,15.3135,17395,104.37,44,136,261,21,10,single,random,random,BRKGA
55,402,161202,55,120,SOL-STATS,180,12400,18.6,16884,101.304,43,174,344,69,25,single,random,random,BRKGA
56,479,228962,60,120,SOL-STATS,196,9107,13.6605,17707,106.242,47,144,248,24,4,single,random,random,BRKGA
57,450,202050,60,120,SOL-STATS,218,12380,18.57,16856,101.136,43,132,301,57,8,single,random,random,BRKGA
58,446,198470,60,120,SOL-STATS,208,10948,16.422,17252,103.512,41,117,280,31,5,single,random,random,BRKGA
59,482,231842,60,120,SOL-STATS,208,11596,17.394,17097,102.582,44,158,312,56,12,single,random,random,BRKGA
5,50,2450,5,120,SOL-STATS,25,3901,5.8515,1723,10.338,5,5,120,4,0,single,random,random,BRKGA
60,458,209306,60,120,SOL-STATS,206,8335,12.5025,17909,107.454,48,138,220,17,6,single,random,random,BRKGA
61,495,244530,65,120,SOL-STATS,202,11289,16.9335,17122,102.732,45,143,302,52,20,single,random,random,BRKGA
62,533,283556,65,120,SOL-STATS,218,10284,15.426,17429,104.574,43,141,274,36,5,single,random,random,BRKGA
63,450,202050,65,120,SOL-STATS,201,9731,14.5965,17547,105.282,41,131,248,43,11,single,random,random,BRKGA
64,528,278256,65,120,SOL-STATS,244,12384,18.576,16864,101.184,45,169,342,65,18,single,random,random,BRKGA
65,502,251502,65,120,SOL-STATS,204,11661,17.4915,17017,102.102,46,228,376,95,53,single,random,random,BRKGA
66,452,203852,70,120,SOL-STATS,231,13540,20.31,16604,99.624,50,127,322,51,4,single,random,random,BRKGA
67,477,227052,70,120,SOL-STATS,237,8509,12.7635,17733,106.398,46,116,218,22,3,single,random,random,BRKGA
68,485,234740,70,120,SOL-STATS,229,12432,18.648,16855,101.13,47,183,362,76,7,single,random,random,BRKGA
69,532,282492,70,120,SOL-STATS,261,11105,16.6575,17128,102.768,47,142,300,48,14,single,random,random,BRKGA
6,114,12882,10,120,SOL-STATS,37,4699,7.0485,5778,34.668,10,34,108,17,0,single,random,random,BRKGA
70,532,282492,70,120,SOL-STATS,228,10633,15.9495,17260,103.56,43,128,263,47,9,single,random,random,BRKGA
71,567,320922,75,120,SOL-STATS,259,9327,13.9905,17667,106.002,48,178,292,41,6,single,random,random,BRKGA
72,524,274052,75,120,SOL-STATS,235,11985,17.9775,16984,101.904,48,165,357,67,17,single,random,random,BRKGA
73,583,339306,75,120,SOL-STATS,218,12926,19.389,16756,100.536,46,161,362,49,16,single,random,random,BRKGA
74,598,357006,75,120,SOL-STATS,259,12676,19.014,16828,100.968,48,226,373,75,14,single,random,random,BRKGA
